customer_id,age,gender,income,education,marital_status,children,location,total_purchases,total_spending,avg_order_value,days_since_last_purchase,tenure_months,website_visits,time_on_site_minutes,preferred_category,categories_purchased,email_opens,email_clicks,discount_purchases,returns,support_contacts,loyalty_member
CUST001327,27,F,248156.0,Master,Single,3,Urban,10,10794.37,1079.44,7,18,22,52.8,Books,3,9,1,5,1,4,0
CUST001328,39,M,42685.0,Master,Divorced,3,Suburban,9,3370.22,374.47,101,18,17,9.1,Clothing,1,9,1,1,0,0,1
CUST001329,23,F,95028.0,High School,Divorced,0,Suburban,2,2130.28,1065.14,102,37,16,36.1,Sports,4,16,4,0,0,1,1
CUST001330,50,M,116443.0,High School,Single,1,Rural,4,4258.46,1064.62,20,19,10,7.3,Food,4,8,1,1,0,2,0
CUST001331,64,F,55903.0,Bachelor,Married,2,Suburban,5,1340.99,268.2,122,15,13,23.3,Home & Garden,5,7,2,0,0,2,1
CUST001332,60,F,29581.0,High School,Single,1,Urban,4,2070.52,517.63,122,18,16,8.1,Beauty,4,6,1,1,0,2,0
CUST001333,38,M,20000.0,Bachelor,Married,1,Urban,5,1082.55,216.51,43,19,19,6.8,Clothing,5,9,2,0,0,1,1
CUST001334,64,M,73902.0,Bachelor,Married,0,Suburban,9,3164.88,351.65,66,45,9,44.0,Home & Garden,4,14,1,3,0,3,1
CUST001335,44,M,30065.0,High School,Single,1,Urban,7,1288.64,184.09,178,9,10,18.0,Clothing,1,9,1,1,0,2,1
CUST001336,36,F,54485.0,High School,Divorced,1,Rural,6,883.07,147.18,74,29,17,27.5,Sports,2,4,0,3,0,1,0
CUST001337,32,F,,Master,Single,2,Suburban,6,1213.13,202.19,96,22,17,11.8,Toys,1,9,3,2,0,1,1
CUST001338,37,M,41808.0,High School,Married,2,Urban,4,968.21,242.05,53,11,16,37.6,Books,2,7,1,2,0,2,1
CUST001339,36,F,50022.0,High School,Married,0,Rural,5,2279.07,455.81,16,21,15,20.2,Sports,2,6,1,0,0,2,1
CUST001340,44,F,57592.0,Bachelor,Single,0,Urban,5,2596.19,519.24,624,8,10,1.1,Beauty,4,4,1,1,0,1,0
CUST001341,44,M,25112.0,Some College,Single,3,Urban,5,1797.03,359.41,75,23,23,21.8,Toys,5,10,1,2,0,5,1
CUST001342,42,M,100523.0,Bachelor,Single,1,Suburban,5,4986.6,997.32,41,25,7,0.5,Electronics,2,13,2,2,0,2,1
CUST001343,48,F,34264.0,High School,Married,3,Rural,6,1468.3,244.72,125,42,21,26.5,Toys,3,6,1,2,0,4,1
CUST001344,59,F,20000.0,Bachelor,Married,0,Suburban,8,2196.95,274.62,96,11,19,6.0,Food,2,10,1,4,0,1,1
CUST001345,56,F,45916.0,Some College,Single,1,Urban,3,1021.83,340.61,26,19,15,13.7,Food,2,7,1,0,0,1,1
CUST001346,19,F,50042.0,Master,Single,1,Urban,6,991.89,165.32,209,17,13,20.8,Toys,2,6,1,1,0,3,0
CUST001347,18,F,,Bachelor,Single,3,Urban,4,2028.58,507.14,7,13,16,15.2,Home & Garden,4,6,2,0,0,3,1
CUST001348,56,M,110999.0,Bachelor,Married,0,Urban,10,4867.67,486.77,93,12,23,16.7,Clothing,4,10,1,1,0,2,1
CUST001349,21,F,42537.0,Bachelor,Married,0,Urban,4,691.48,172.87,64,17,13,33.5,Food,1,9,1,0,0,5,0
CUST001350,38,F,45625.0,High School,Single,1,Suburban,12,2391.83,199.32,38,19,17,7.0,Books,2,14,5,5,1,2,1
CUST001351,24,F,25288.0,Master,Married,3,Rural,8,865.07,108.13,175,14,14,11.9,Home & Garden,3,5,1,2,0,2,1
CUST001352,18,M,80204.0,Master,Single,3,Urban,11,4651.79,422.89,106,21,18,2.9,Books,3,8,0,2,0,2,1
CUST001353,50,M,54752.0,Some College,Divorced,4,Urban,7,2229.39,318.48,142,18,11,9.5,Home & Garden,3,9,1,0,0,2,1
CUST001354,53,M,38100.0,Bachelor,Divorced,4,Suburban,9,2131.57,236.84,53,11,11,2.4,Sports,6,4,1,5,1,1,1
CUST001355,33,M,20000.0,High School,Married,0,Suburban,7,1857.1,265.3,285,26,22,15.1,Toys,2,7,0,1,0,1,1
CUST001356,18,M,116616.0,Bachelor,Divorced,0,Rural,9,6121.22,680.14,42,25,18,5.9,Beauty,2,5,1,1,1,1,1
CUST001357,33,F,23467.0,Master,Divorced,0,Urban,8,1709.35,213.67,75,17,22,29.4,Electronics,5,9,2,1,0,4,0
CUST001358,47,F,34380.0,Master,Divorced,1,Urban,4,1580.9,395.22,271,5,12,6.3,Home & Garden,3,8,2,0,0,3,1
CUST001359,19,M,60779.0,High School,Married,3,Suburban,5,3068.79,613.76,8,8,15,5.1,Food,3,12,2,1,0,1,1
CUST001360,44,F,23910.0,Bachelor,Single,3,Suburban,6,1501.87,250.31,11,30,14,10.1,Toys,1,7,1,1,0,2,0
CUST001361,41,M,20008.0,Bachelor,Single,0,Suburban,5,1152.64,230.53,514,38,15,2.9,Books,1,9,3,1,0,1,1
CUST001362,50,M,20000.0,Bachelor,Single,2,Suburban,2,561.07,280.54,355,29,16,3.4,Sports,2,10,1,0,0,3,1
CUST001363,43,M,75553.0,PhD,Married,3,Urban,7,3616.67,516.67,147,12,12,22.9,Toys,2,7,0,3,0,1,1
CUST001364,27,F,35344.0,Bachelor,Single,1,Suburban,3,1063.42,354.47,66,26,21,10.3,Clothing,2,10,3,0,0,3,0
CUST001365,59,M,283895.0,Master,Single,0,Suburban,11,5324.67,484.06,70,24,13,3.5,Clothing,4,8,0,2,1,0,0
CUST001366,39,M,26994.0,Bachelor,Married,1,Urban,1,558.82,558.82,29,24,18,0.5,Beauty,1,11,4,0,0,2,1
CUST001367,41,M,28201.0,Master,Single,1,Suburban,1,1126.84,1126.84,56,17,8,9.4,Sports,1,9,3,0,0,5,1
CUST001368,28,F,34918.0,Bachelor,Married,2,Suburban,3,1794.16,598.05,56,19,18,20.4,Toys,1,11,2,1,0,5,1
CUST001369,35,M,56719.0,Master,Divorced,1,Urban,3,2395.74,798.58,3,8,15,6.5,Food,3,6,1,1,0,3,0
CUST001370,28,F,36970.0,Bachelor,Married,0,Urban,5,1351.89,270.38,60,47,18,4.3,Beauty,5,4,0,2,0,1,1
CUST001371,39,F,70784.0,Bachelor,Married,4,Urban,1,3289.58,3289.58,65,8,15,7.6,Food,4,10,3,0,0,3,0
CUST001372,67,F,27251.0,High School,Married,1,Urban,4,1374.16,343.54,109,14,15,48.0,Toys,3,5,1,1,0,3,0
CUST001373,21,F,21397.0,Bachelor,Married,1,Suburban,4,1054.86,263.71,72,44,14,8.3,Clothing,1,4,0,1,0,3,1
CUST001374,18,M,20000.0,Bachelor,Single,4,Suburban,3,1101.65,367.22,197,16,12,4.5,Food,2,4,0,1,0,4,1
CUST001375,64,M,20000.0,Bachelor,Divorced,0,Urban,2,1372.73,686.36,45,17,10,12.6,Books,4,11,4,0,0,2,1
CUST001376,38,F,35923.0,Some College,Single,0,Urban,5,2120.63,424.13,52,18,19,25.0,Beauty,3,7,2,1,0,2,1
CUST001377,31,M,40921.0,High School,Single,3,Rural,5,2722.95,544.59,84,19,13,0.5,Electronics,1,9,3,2,0,5,1
CUST001378,57,F,33561.0,Master,Married,0,Urban,3,1641.07,547.02,22,10,15,12.3,Beauty,2,10,2,0,0,2,1
CUST001379,32,F,103367.0,Some College,Single,2,Urban,3,2602.0,867.33,50,24,19,27.1,Toys,1,11,1,1,0,3,0
CUST001380,69,F,102418.0,High School,Married,0,Urban,8,3532.23,441.53,115,23,21,3.6,Sports,2,7,1,1,0,2,1
CUST001381,52,F,40099.0,Master,Single,0,Suburban,2,1427.62,713.81,53,17,9,38.2,Electronics,4,5,1,0,0,3,1
CUST001382,34,Other,20000.0,Bachelor,Single,1,Urban,7,1723.6,246.23,237,22,11,12.9,Electronics,1,8,1,1,0,2,1
CUST001383,74,F,34890.0,High School,Single,0,Suburban,5,1124.4,224.88,95,12,12,10.9,Sports,3,5,1,1,0,0,1
CUST001384,32,M,34204.0,Bachelor,Single,2,Urban,10,2065.9,206.59,16,34,17,49.7,Home & Garden,1,8,2,5,0,2,0
CUST001385,53,F,33048.0,Some College,Married,2,Urban,2,1099.13,549.57,66,54,8,2.1,Books,6,8,2,0,0,1,1
CUST001386,46,M,32253.0,High School,Divorced,3,Urban,6,867.61,144.6,144,14,14,20.2,Sports,1,9,1,3,0,2,0
CUST001387,61,M,33120.0,Bachelor,Married,2,Suburban,6,992.98,165.5,103,19,12,25.6,Books,3,6,1,1,0,1,0
CUST001388,65,F,38873.0,Bachelor,Divorced,0,Suburban,6,2611.14,435.19,216,10,15,10.1,Toys,2,14,1,2,0,5,1
CUST001389,42,M,33479.0,PhD,Single,3,Urban,4,1981.37,495.34,138,25,13,0.5,Electronics,4,9,1,0,0,2,1
CUST001390,30,M,55547.0,High School,Single,2,Urban,6,2205.56,367.59,6,15,13,11.1,Electronics,1,11,3,1,0,5,0
CUST001391,48,M,60853.0,Master,Single,2,Suburban,6,2994.8,499.13,11,15,17,2.5,Home & Garden,2,5,1,1,0,0,1
CUST001392,31,F,28384.0,Master,Married,3,Suburban,2,1472.33,736.16,104,24,17,12.4,Electronics,1,9,1,0,0,2,0
CUST001393,72,F,105097.0,Master,Married,2,Urban,5,5677.82,1135.56,27,20,11,20.1,Sports,3,11,4,2,0,4,1
CUST001394,44,F,27226.0,Some College,Married,1,Suburban,3,795.91,265.3,88,12,11,11.4,Toys,2,10,1,1,0,1,0
CUST001395,36,M,20000.0,Master,Married,2,Urban,6,1375.06,229.18,157,6,23,14.9,Books,1,7,2,1,0,1,0
CUST001396,44,F,61603.0,High School,Married,0,Urban,2,1185.96,592.98,86,15,11,1.6,Home & Garden,3,6,2,0,0,1,1
CUST001397,21,F,30018.0,Bachelor,Married,0,Urban,5,1667.99,333.6,53,8,17,1.5,Beauty,4,11,2,2,0,3,1
CUST001398,27,M,59443.0,Bachelor,Divorced,2,Suburban,3,3237.5,1079.17,103,26,16,28.6,Sports,2,8,1,0,0,3,1
CUST001399,60,M,20000.0,Bachelor,Single,0,Urban,8,1515.32,189.42,15,16,10,0.8,Books,2,13,2,4,0,0,1
CUST001400,32,M,113037.0,Bachelor,Married,0,Suburban,4,3924.96,981.24,128,14,23,5.0,Food,3,5,0,0,0,1,0
CUST001401,26,F,73377.0,Bachelor,Married,0,Suburban,8,2683.92,335.49,119,12,16,41.6,Books,3,7,1,4,0,2,0
CUST001402,50,F,20000.0,Bachelor,Married,2,Suburban,2,716.54,358.27,72,20,14,9.2,Clothing,3,9,2,0,0,2,1
CUST001403,59,F,20185.0,Some College,Single,1,Urban,4,1169.61,292.4,32,16,18,16.8,Clothing,2,10,2,0,0,0,0
CUST001404,52,M,133700.0,High School,Married,2,Urban,4,4504.47,1126.12,159,26,14,3.8,Food,4,7,2,1,0,2,1
CUST001405,56,F,31494.0,Some College,Married,1,Rural,6,1104.24,184.04,71,16,14,4.7,Sports,1,6,0,2,0,3,1
CUST001406,30,F,29717.0,Bachelor,Married,1,Suburban,5,1654.29,330.86,6,26,16,10.7,Home & Garden,2,6,1,1,0,4,0
CUST001407,20,F,20000.0,Bachelor,Single,1,Suburban,2,934.11,467.06,250,14,15,15.2,Books,2,10,3,0,0,0,1
CUST001408,64,F,39716.0,Master,Divorced,2,Urban,12,3913.3,326.11,145,20,9,48.5,Books,4,6,1,6,0,0,0
CUST001409,37,M,42760.0,Bachelor,Married,1,Urban,1,1804.24,1804.24,87,9,17,12.8,Sports,4,13,2,0,0,2,1
CUST001410,38,M,75304.0,Bachelor,Married,4,Suburban,5,1828.04,365.61,57,17,16,1.5,Home & Garden,4,7,1,2,0,4,1
CUST001411,61,F,21174.0,Bachelor,Married,3,Urban,6,656.18,109.36,321,35,5,6.9,Beauty,1,7,2,1,0,1,0
CUST001412,50,F,20000.0,Bachelor,Divorced,3,Suburban,4,1487.12,371.78,149,10,15,4.2,Electronics,3,9,1,0,0,3,0
CUST001413,48,F,64252.0,Some College,Single,3,Urban,8,3254.63,406.83,76,23,10,4.4,Beauty,1,1,0,3,0,2,0
CUST001414,74,M,89683.0,Master,Single,1,Urban,5,2471.82,494.36,105,35,16,10.6,Home & Garden,5,10,3,2,0,3,1
CUST001415,32,F,20000.0,High School,Married,1,Urban,4,780.73,195.18,32,13,20,5.7,Electronics,2,6,2,0,0,3,1
CUST001416,55,M,93798.0,High School,Married,2,Urban,9,5105.89,567.32,21,15,14,5.1,Toys,3,7,0,1,0,1,0
CUST001417,42,M,50137.0,Bachelor,Single,2,Urban,7,1653.9,236.27,31,13,12,51.6,Toys,2,10,3,3,0,1,0
CUST001418,46,F,94379.0,High School,Widowed,3,Suburban,4,2292.3,573.08,34,26,11,13.2,Books,2,13,3,0,0,1,0
CUST001419,64,F,46998.0,Bachelor,Married,2,Urban,6,2824.51,470.75,134,26,17,4.6,Clothing,3,5,1,1,0,3,1
CUST001420,49,M,20000.0,High School,Married,4,Urban,3,1083.7,361.23,15,31,3,4.8,Clothing,3,6,1,0,0,4,1
CUST001421,50,M,44748.0,Bachelor,Single,1,Rural,4,1994.01,498.5,150,37,8,25.0,Toys,3,10,2,1,0,0,1
CUST001422,58,M,92603.0,High School,Single,3,Suburban,6,4731.64,788.61,74,9,13,32.6,Sports,2,9,2,3,0,2,0
CUST001423,36,M,28674.0,Bachelor,Married,2,Urban,7,2149.6,307.09,48,26,16,17.0,Toys,3,11,2,1,0,0,1
CUST001424,29,F,38840.0,Master,Widowed,2,Suburban,6,2918.26,486.38,35,32,12,8.5,Beauty,4,6,2,2,0,2,1
CUST001425,26,F,44104.0,Bachelor,Married,1,Rural,3,1036.47,345.49,71,30,18,21.7,Home & Garden,1,4,0,1,0,1,1
CUST001426,18,M,20000.0,Some College,Widowed,2,Urban,6,990.98,165.16,38,12,13,41.6,Home & Garden,1,11,3,2,0,1,1
CUST001427,72,F,133627.0,PhD,Divorced,3,Urban,6,2160.16,360.03,56,26,10,2.7,Electronics,3,11,3,2,0,3,1
CUST001428,25,F,28543.0,Bachelor,Married,0,Suburban,4,1189.39,297.35,134,26,16,29.7,Toys,2,6,2,1,0,2,1
CUST001429,38,F,66399.0,High School,Married,2,Urban,6,3988.49,664.75,98,15,14,28.3,Sports,2,10,2,2,0,5,1
CUST001430,37,M,46535.0,Master,Married,1,Suburban,4,2405.05,601.26,137,20,12,6.8,Food,1,8,2,2,0,2,1
CUST001431,46,F,104252.0,Some College,Married,4,Rural,6,5160.65,860.11,124,5,9,5.2,Food,3,7,2,1,0,0,1
CUST001432,54,M,62544.0,Master,Single,1,Rural,4,2612.89,653.22,168,23,10,12.5,Food,2,10,1,0,0,2,0
CUST001433,54,M,42575.0,High School,Married,0,Urban,9,3413.31,379.26,22,17,17,4.8,Home & Garden,2,7,2,5,0,5,0
CUST001434,33,M,28678.0,Some College,Single,1,Urban,6,1658.34,276.39,532,19,18,2.4,Food,5,9,1,0,0,9,1
CUST001435,39,F,79119.0,Bachelor,Divorced,2,Rural,3,1123.11,374.37,64,18,14,45.9,Sports,3,7,2,1,0,3,0
CUST001436,46,M,20000.0,Master,Divorced,0,Suburban,5,1495.95,299.19,126,17,9,10.1,Electronics,3,10,3,2,0,3,0
CUST001437,38,M,72224.0,Some College,Single,2,Urban,8,3234.73,404.34,113,10,13,9.6,Beauty,1,7,0,1,1,0,1
CUST001438,66,M,25350.0,High School,Single,3,Suburban,2,805.82,402.91,83,14,14,2.0,Books,2,4,1,0,0,4,0
CUST001439,49,F,103919.0,Some College,Married,3,Urban,5,2557.29,511.46,547,22,5,10.5,Sports,1,5,0,0,0,0,1
CUST001440,53,F,54002.0,Bachelor,Married,0,Urban,4,1504.54,376.14,24,31,9,20.4,Clothing,5,6,0,1,0,2,0
CUST001441,51,M,72147.0,Some College,Single,4,Rural,4,2700.27,675.07,54,12,9,4.3,Books,3,4,1,1,0,3,1
CUST001442,59,F,51492.0,Bachelor,Married,2,Urban,5,983.97,196.79,13,21,21,6.9,Home & Garden,1,13,1,1,0,1,0
CUST001443,44,F,20000.0,Some College,Single,0,Urban,6,1393.07,232.18,20,18,11,3.0,Beauty,2,9,2,0,0,0,1
CUST001444,22,F,29247.0,High School,Single,0,Urban,3,1122.36,374.12,124,30,20,6.6,Electronics,2,9,1,0,0,1,1
CUST001445,47,M,73381.0,Master,Single,0,Suburban,5,2620.25,524.05,1,17,10,29.6,Electronics,2,6,1,2,0,1,1
CUST001446,32,F,54176.0,Bachelor,Single,3,Urban,3,2592.41,864.14,220,35,16,4.1,Food,1,8,2,1,0,1,1
CUST001447,34,F,99567.0,Bachelor,Married,0,Suburban,8,3633.54,454.19,100,16,18,0.5,Clothing,1,6,0,4,0,3,0
CUST001448,50,F,62440.0,High School,Widowed,0,Suburban,3,1895.16,631.72,58,16,22,11.5,Sports,2,7,1,1,0,4,1
CUST001449,60,M,27446.0,Master,Married,2,Suburban,4,1520.37,380.09,40,12,9,13.0,Clothing,2,9,3,2,0,3,0
CUST001450,42,F,30404.0,High School,Married,2,Urban,4,934.02,233.5,13,25,8,6.0,Sports,3,10,3,0,0,2,0
CUST001451,46,F,52143.0,Bachelor,Single,2,Suburban,4,2509.93,627.48,254,33,16,15.4,Clothing,2,4,1,0,0,3,1
CUST001452,67,F,20000.0,Bachelor,Married,2,Urban,4,940.38,235.1,124,15,10,0.6,Clothing,2,11,2,0,0,1,1
CUST001453,45,M,133795.0,Some College,Single,0,Suburban,8,2708.4,338.55,41,16,16,6.2,Electronics,3,7,2,2,0,4,1
CUST001454,81,M,63898.0,High School,Married,3,Urban,5,2542.47,508.49,7,12,21,2.3,Sports,1,8,2,2,0,3,0
CUST001455,50,F,102356.0,High School,Divorced,0,Urban,9,3666.65,407.41,39,8,9,3.9,Clothing,3,9,3,1,1,5,1
CUST001456,18,F,20000.0,High School,Single,2,Suburban,4,597.26,149.32,20,13,15,7.2,Beauty,1,9,1,0,0,2,1
CUST001457,53,M,103439.0,Bachelor,Married,2,Urban,5,1636.53,327.31,154,16,11,10.2,Beauty,2,9,2,0,0,2,1
CUST001458,47,F,187006.0,High School,Single,0,Urban,7,5017.42,716.77,127,29,7,1.5,Home & Garden,2,8,1,2,1,3,0
CUST001459,61,M,22191.0,Bachelor,Married,4,Urban,4,1418.99,354.75,68,13,15,1.6,Beauty,2,3,0,2,0,2,1
CUST001460,52,F,77873.0,PhD,Single,1,Suburban,4,3549.85,887.46,217,16,13,16.8,Toys,5,7,1,1,0,3,1
CUST001461,39,F,49053.0,Master,Married,0,Urban,1,2221.91,2221.91,19,19,16,7.8,Beauty,2,8,2,0,0,4,0
CUST001462,23,F,20000.0,Bachelor,Single,3,Urban,4,952.36,238.09,60,11,20,2.9,Beauty,2,10,1,1,0,1,1
CUST001463,38,F,65889.0,High School,Married,2,Urban,6,3131.86,521.98,124,24,19,4.0,Electronics,1,8,0,2,0,2,0
CUST001464,29,M,80834.0,Master,Married,2,Suburban,6,1802.9,300.48,7,16,16,19.1,Electronics,2,12,2,2,0,0,1
CUST001465,33,F,34177.0,High School,Single,1,Urban,4,1465.67,366.42,46,14,25,0.8,Electronics,1,7,1,0,0,2,0
CUST001466,50,M,98671.0,Master,Married,3,Urban,4,5240.14,1310.04,84,32,14,10.7,Electronics,1,6,1,1,0,4,1
CUST001467,67,F,20000.0,Bachelor,Divorced,0,Urban,3,614.44,204.81,45,34,13,6.7,Food,4,16,6,0,0,0,1
CUST001468,47,F,20000.0,Bachelor,Married,0,Urban,6,1617.31,269.55,65,12,10,25.0,Clothing,1,7,2,3,0,4,1
CUST001469,24,F,53207.0,Bachelor,Single,1,Suburban,1,2364.87,2364.87,93,26,23,23.4,Toys,3,8,1,0,0,2,1
CUST001470,48,M,49773.0,PhD,Single,0,Suburban,5,2277.78,455.56,45,39,16,17.5,Beauty,1,9,1,2,0,0,1
CUST001471,59,F,31890.0,High School,Divorced,2,Rural,4,1594.59,398.65,11,17,7,7.3,Clothing,1,8,3,1,0,0,0
CUST001472,32,M,79678.0,Bachelor,Married,1,Urban,7,4559.35,651.34,15,21,21,15.0,Beauty,3,7,2,1,0,1,1
CUST001473,39,M,67409.0,High School,Married,0,Rural,7,3623.84,517.69,74,18,17,15.3,Electronics,3,6,1,1,0,0,1
CUST001474,42,F,82033.0,Master,Single,0,Urban,9,5133.77,570.42,19,26,6,6.1,Clothing,2,10,2,0,0,0,1
CUST001475,30,M,45529.0,Some College,Married,2,Rural,4,1356.92,339.23,220,13,10,31.8,Clothing,1,9,3,2,0,0,1
CUST001476,51,F,70371.0,Bachelor,Single,3,Urban,1,2531.29,2531.29,179,13,9,62.9,Sports,2,10,2,0,0,1,0
CUST001477,40,M,37519.0,Bachelor,Divorced,1,Suburban,7,1144.44,163.49,42,13,19,5.7,Food,1,3,0,3,0,4,1
CUST001478,48,M,168096.0,Some College,Divorced,2,Urban,12,9756.48,813.04,177,12,10,24.2,Home & Garden,4,7,2,6,0,2,0
CUST001479,28,F,30105.0,Bachelor,Single,0,Urban,2,1609.41,804.7,76,11,17,10.4,Sports,2,6,0,0,0,1,1
CUST001480,35,F,173369.0,Bachelor,Married,2,Suburban,7,6673.38,953.34,17,17,16,9.3,Books,5,5,1,1,0,1,0
CUST001481,52,M,50057.0,Bachelor,Single,0,Suburban,7,2920.69,417.24,95,15,11,7.3,Sports,2,10,3,2,0,3,1
CUST001482,36,F,21476.0,Master,Married,1,Rural,2,1191.6,595.8,113,21,16,5.2,Home & Garden,3,10,2,1,0,2,1
CUST001483,67,F,111396.0,High School,Divorced,2,Suburban,12,4064.43,338.7,8,13,13,37.8,Home & Garden,1,6,2,6,1,2,1
CUST001484,36,F,52867.0,Master,Married,3,Suburban,6,1959.61,326.6,37,21,13,20.3,Sports,4,7,2,2,0,6,1
CUST001485,45,M,81688.0,Bachelor,Single,1,Urban,3,2756.82,918.94,1,18,11,8.7,Beauty,1,10,3,1,0,1,0
CUST001486,55,F,102161.0,High School,Single,2,Rural,7,4520.18,645.74,38,39,13,20.9,Toys,3,10,3,2,0,0,1
CUST001487,20,F,60040.0,Master,Divorced,2,Suburban,8,2343.78,292.97,40,18,23,19.0,Sports,2,12,1,4,1,4,1
CUST001488,18,F,34360.0,Bachelor,Married,3,Suburban,5,2140.48,428.1,99,22,15,4.7,Food,3,4,0,2,0,3,0
CUST001489,19,M,88029.0,High School,Married,1,Urban,6,2624.6,437.43,22,11,12,2.9,Food,3,8,1,1,0,2,0
CUST001490,60,F,49043.0,Bachelor,Single,1,Suburban,4,1464.68,366.17,3,12,14,27.1,Toys,3,9,1,2,0,2,1
CUST001491,33,F,73977.0,PhD,Single,3,Rural,8,2505.12,313.14,37,36,24,25.0,Beauty,1,11,2,4,0,1,1
CUST001492,80,F,20000.0,PhD,Widowed,0,Urban,2,496.31,248.16,174,24,16,86.5,Books,2,10,2,0,0,2,1
CUST001493,33,M,64099.0,Some College,Married,0,Urban,11,1065.54,96.87,50,22,13,0.5,Food,2,7,1,3,1,2,1
CUST001494,44,F,33417.0,PhD,Married,0,Urban,6,2032.12,338.69,53,18,16,11.7,Beauty,2,7,1,3,0,3,1
CUST001495,65,F,132188.0,High School,Married,3,Suburban,6,5953.09,992.18,63,19,17,18.1,Electronics,2,8,0,3,0,3,0
CUST001496,72,M,71243.0,Bachelor,Married,0,Urban,8,1551.21,193.9,139,17,14,13.1,Food,5,8,1,2,0,4,1
CUST001497,72,M,56608.0,Master,Single,3,Urban,5,2880.29,576.06,65,23,14,18.6,Home & Garden,5,8,1,1,0,3,0
CUST001498,60,F,65629.0,Bachelor,Single,1,Urban,5,3152.44,630.49,9,18,12,2.2,Electronics,2,7,2,1,0,2,0
CUST001499,57,M,26928.0,Bachelor,Married,0,Suburban,5,978.32,195.66,23,26,10,0.5,Beauty,4,4,1,1,0,5,0
CUST001500,50,F,129826.0,Bachelor,Married,1,Urban,7,4556.34,650.91,20,12,10,1.5,Books,4,12,2,4,0,1,1
CUST001501,53,F,161914.0,Bachelor,Married,0,Urban,5,7038.03,1407.61,70,18,8,7.2,Clothing,1,6,1,0,0,0,1
CUST001502,33,F,62053.0,Some College,Divorced,2,Rural,7,1543.34,220.48,3,10,22,6.0,Clothing,3,7,2,3,0,7,1
CUST001503,29,M,127292.0,Bachelor,Married,2,Rural,11,2949.23,268.11,33,29,11,31.1,Beauty,4,4,1,3,1,1,0
CUST001504,41,M,34839.0,Bachelor,Single,1,Urban,6,2078.8,346.47,93,23,12,1.3,Food,2,9,2,0,0,0,1
CUST001505,39,F,30385.0,Some College,Widowed,0,Suburban,6,2136.87,356.14,43,8,21,8.8,Electronics,2,9,3,1,0,2,0
CUST001506,35,M,50239.0,Bachelor,Married,2,Suburban,4,1556.03,389.01,123,22,20,47.5,Toys,3,7,1,0,0,2,1
CUST001507,52,F,63637.0,High School,Married,3,Urban,7,3139.18,448.45,49,17,5,10.5,Sports,1,12,1,4,0,1,1
CUST001508,56,M,38700.0,Bachelor,Married,2,Urban,8,3112.92,389.12,387,29,16,2.1,Home & Garden,1,8,2,1,0,4,0
CUST001509,43,M,67687.0,Master,Married,3,Suburban,8,3498.33,437.29,336,28,9,5.2,Toys,4,11,2,3,0,1,1
CUST001510,64,M,58913.0,Master,Single,0,Urban,9,2133.63,237.07,160,33,11,14.8,Electronics,1,13,2,2,0,2,0
CUST001511,24,F,26930.0,Master,Married,3,Urban,6,1577.75,262.96,308,26,20,0.5,Sports,3,10,3,2,0,2,1
CUST001512,39,F,66921.0,Master,Divorced,1,Suburban,5,2737.02,547.4,22,17,12,51.7,Books,2,10,3,1,0,5,1
CUST001513,31,M,82299.0,Bachelor,Married,0,Suburban,4,1755.96,438.99,138,20,14,12.6,Food,2,6,1,0,0,2,1
CUST001514,18,M,54332.0,PhD,Married,3,Suburban,6,3152.74,525.46,38,14,16,18.3,Sports,2,6,1,3,0,3,0
CUST001515,40,M,97888.0,PhD,Single,3,Urban,7,3575.41,510.77,129,16,16,10.4,Books,3,8,2,3,0,1,0
CUST001516,40,F,23613.0,High School,Single,2,Suburban,3,791.74,263.91,46,24,8,47.5,Food,4,7,1,0,0,1,0
CUST001517,64,M,64910.0,High School,Single,0,Urban,5,3189.47,637.89,34,10,13,13.3,Electronics,3,7,0,2,0,4,1
CUST001518,51,F,24290.0,Some College,Single,0,Suburban,6,715.0,119.17,318,22,19,16.3,Clothing,3,10,3,2,0,1,0
CUST001519,26,F,25123.0,PhD,Widowed,1,Suburban,4,442.1,110.52,23,23,15,29.6,Beauty,2,13,1,0,0,2,1
CUST001520,69,F,33571.0,PhD,Married,3,Suburban,6,1913.53,318.92,142,25,8,29.7,Home & Garden,2,9,2,3,0,0,1
CUST001521,60,M,27854.0,PhD,Married,0,Urban,3,1096.68,365.56,112,14,7,0.5,Electronics,1,11,1,1,0,4,1
CUST001522,50,Other,35284.0,Bachelor,Married,3,Suburban,3,1544.57,514.86,36,35,7,5.0,Toys,1,13,4,1,0,1,1
CUST001523,38,M,43109.0,Bachelor,Single,0,Rural,4,730.81,182.7,61,23,16,4.2,Food,2,9,1,0,0,1,1
CUST001524,27,M,81007.0,Bachelor,Widowed,3,Suburban,6,2728.79,454.8,15,28,15,0.5,Clothing,2,6,0,2,0,1,0
CUST001525,36,F,40429.0,High School,Married,3,Urban,3,1282.43,427.48,254,10,24,31.4,Books,1,8,2,0,0,4,1
CUST001526,58,F,20000.0,Master,Single,1,Suburban,9,2022.54,224.73,344,8,10,5.7,Home & Garden,1,6,0,1,1,3,1
CUST001527,70,M,97152.0,Bachelor,Married,1,Urban,4,2045.52,511.38,131,9,13,6.4,Sports,2,5,0,0,0,4,1
CUST001528,65,M,29665.0,Bachelor,Divorced,3,Rural,4,1563.58,390.9,189,19,10,1.6,Food,1,6,0,1,0,2,1
